類別,地點名稱,Google Maps連結,用途,GPS座標
景點位置,成田機場,https://www.google.com/maps/search/成田機場/@35.772036,140.392841,16z?hl=zh-TW,點擊查看具體位置,"35.772036, 140.392841"
景點位置,京成上野站,https://www.google.com/maps/search/京成上野站/@35.7089,139.7765,16z?hl=zh-TW,點擊查看具體位置,"35.7089, 139.7765"
景點位置,飯店,https://www.google.com/maps/search/Candeo+Hotels+Ueno+Koen/@35.7109,139.7738,16z?hl=zh-TW,點擊查看具體位置,"35.7109, 139.7738"
景點位置,上野公園,https://www.google.com/maps/search/上野公園/@35.71222,139.77111,16z?hl=zh-TW,點擊查看具體位置,"35.71222, 139.77111"
景點位置,上野動物園,https://www.google.com/maps/search/上野動物園/@35.7151,139.7741,16z?hl=zh-TW,點擊查看具體位置,"35.7151, 139.7741"
景點位置,淺草雷門,https://www.google.com/maps/search/淺草雷門/@35.7108,139.7966,16z?hl=zh-TW,點擊查看具體位置,"35.7108, 139.7966"
景點位置,不忍池,https://www.google.com/maps/search/不忍池/@35.7131,139.7714,16z?hl=zh-TW,點擊查看具體位置,"35.7131, 139.7714"
景點位置,阿美橫丁,https://www.google.com/maps/search/阿美橫丁/@35.7094,139.7742,16z?hl=zh-TW,點擊查看具體位置,"35.7094, 139.7742"
景點位置,秋葉原電器街,https://www.google.com/maps/search/秋葉原電器街/@35.69836,139.77313,16z?hl=zh-TW,點擊查看具體位置,"35.69836, 139.77313"
景點位置,秋葉原無線電會館,https://www.google.com/maps/search/秋葉原無線電會館/@35.702,139.7734,16z?hl=zh-TW,點擊查看具體位置,"35.702, 139.7734"
景點位置,友都八喜秋葉原,https://www.google.com/maps/search/友都八喜秋葉原/@35.7017,139.7736,16z?hl=zh-TW,點擊查看具體位置,"35.7017, 139.7736"
景點位置,Super_Potato,https://www.google.com/maps/search/Super+Potato+秋葉原/@35.702,139.7734,16z?hl=zh-TW,點擊查看具體位置,"35.702, 139.7734"
景點位置,Animate秋葉原,https://www.google.com/maps/search/Animate秋葉原/@35.7021,139.7735,16z?hl=zh-TW,點擊查看具體位置,"35.7021, 139.7735"
景點位置,扭蛋會館,https://www.google.com/maps/search/扭蛋會館/@35.7016,139.7736,16z?hl=zh-TW,點擊查看具體位置,"35.7016, 139.7736"
景點位置,皇居東御苑,https://www.google.com/maps/search/皇居東御苑/@35.68385,139.75397,16z?hl=zh-TW,點擊查看具體位置,"35.68385, 139.75397"
景點位置,東京拉麵街,https://www.google.com/maps/search/東京拉麵街/@35.6812,139.7665,16z?hl=zh-TW,點擊查看具體位置,"35.6812, 139.7665"
景點位置,東京車站一番街,https://www.google.com/maps/search/東京車站一番街/@35.6812,139.7665,16z?hl=zh-TW,點擊查看具體位置,"35.6812, 139.7665"
景點位置,銀座,https://www.google.com/maps/search/銀座/@35.672833,139.76325,16z?hl=zh-TW,點擊查看具體位置,"35.672833, 139.76325"
景點位置,銀座三越,https://www.google.com/maps/search/銀座三越/@35.6748,139.7647,16z?hl=zh-TW,點擊查看具體位置,"35.6748, 139.7647"
景點位置,KITTE丸之內,https://www.google.com/maps/search/KITTE丸之內/@35.6817,139.7661,16z?hl=zh-TW,點擊查看具體位置,"35.6817, 139.7661"
景點位置,忠犬八公像,https://www.google.com/maps/search/忠犬八公像/@35.659,139.7005,16z?hl=zh-TW,點擊查看具體位置,"35.659, 139.7005"
景點位置,澀谷十字路口,https://www.google.com/maps/search/澀谷十字路口/@35.6595,139.70055,16z?hl=zh-TW,點擊查看具體位置,"35.6595, 139.70055"
景點位置,SHIBUYA_SKY,https://www.google.com/maps/search/SHIBUYA+SKY/@35.6598,139.7006,16z?hl=zh-TW,點擊查看具體位置,"35.6598, 139.7006"
景點位置,澀谷109,https://www.google.com/maps/search/澀谷109/@35.6591,139.7005,16z?hl=zh-TW,點擊查看具體位置,"35.6591, 139.7005"
景點位置,澀谷PARCO,https://www.google.com/maps/search/澀谷PARCO/@35.6634,139.7016,16z?hl=zh-TW,點擊查看具體位置,"35.6634, 139.7016"
景點位置,豪德寺,https://www.google.com/maps/search/豪德寺/@35.6477,139.6581,16z?hl=zh-TW,點擊查看具體位置,"35.6477, 139.6581"
景點位置,Animate池袋總店,https://www.google.com/maps/search/Animate池袋總店/@35.7298,139.7151,16z?hl=zh-TW,點擊查看具體位置,"35.7298, 139.7151"
景點位置,東京都廳,https://www.google.com/maps/search/東京都廳/@35.68972,139.69222,16z?hl=zh-TW,點擊查看具體位置,"35.68972, 139.69222"
景點位置,新宿御苑,https://www.google.com/maps/search/新宿御苑/@35.691243,139.702241,16z?hl=zh-TW,點擊查看具體位置,"35.691243, 139.702241"
景點位置,歌舞伎町,https://www.google.com/maps/search/歌舞伎町/@35.6948,139.7025,16z?hl=zh-TW,點擊查看具體位置,"35.6948, 139.7025"
交通路線,成田到上野,https://www.google.com/maps/dir/成田機場/京成上野站?hl=zh-TW,點擊查看路線規劃,
交通路線,上野到秋葉原,https://www.google.com/maps/dir/上野站/秋葉原站?hl=zh-TW,點擊查看路線規劃,
交通路線,上野到東京站,https://www.google.com/maps/dir/上野站/東京站?hl=zh-TW,點擊查看路線規劃,
交通路線,上野到澀谷,https://www.google.com/maps/dir/上野站/澀谷站?hl=zh-TW,點擊查看路線規劃,
交通路線,上野到新宿,https://www.google.com/maps/dir/上野站/新宿站?hl=zh-TW,點擊查看路線規劃,
交通路線,新宿到成田,https://www.google.com/maps/dir/新宿站/成田機場?hl=zh-TW,點擊查看路線規劃,
每日完整路線,Day1 - 上野區深度遊,https://www.google.com/maps/dir/成田機場第2航廈/京成上野站/Candeo+Hotels+Ueno+Koen/上野公園/上野動物園/淺草雷門/不忍池/阿美橫丁?hl=zh-TW,點擊查看當日完整路線,
每日完整路線,Day2 - 秋葉原御宅文化聖地,https://www.google.com/maps/dir/Candeo+Hotels+Ueno+Koen/秋葉原站/秋葉原電器街/秋葉原無線電會館/友都八喜秋葉原/Super+Potato+秋葉原店/Animate+秋葉原/秋葉原扭蛋會館?hl=zh-TW,點擊查看當日完整路線,
每日完整路線,Day3 - 東京站/銀座歷史現代之旅,https://www.google.com/maps/dir/Candeo+Hotels+Ueno+Koen/東京站/皇居東御苑/東京車站一番街/東京拉麵街/銀座4丁目十字路口/銀座三越/KITTE+丸之內?hl=zh-TW,點擊查看當日完整路線,
每日完整路線,Day4 - 澀谷年輕潮流文化中心,https://www.google.com/maps/dir/Candeo+Hotels+Ueno+Koen/澀谷站/忠犬八公像/澀谷十字路口/SHIBUYA+SKY/澀谷109/澀谷PARCO?hl=zh-TW,點擊查看當日完整路線,
每日完整路線,Day5 - 新宿+豪德寺+池袋,https://www.google.com/maps/dir/Candeo+Hotels+Ueno+Koen/豪德寺/Animate池袋總店/新宿站/東京都廳/新宿御苑/歌舞伎町/成田機場第2航廈?hl=zh-TW,點擊查看當日完整路線,